clique,erdos-renyi,lattice (d=100),lattice (d=50),"watts-strogatz (d=50, p=3%)","watts-strogatz (d=50, p=5%)"
163.2,158.8,163.73333333333332,163.6,163.53333333333333,162.83333333333334
164.66666666666666,159.96666666666667,165.03333333333333,164.66666666666666,164.93333333333334,164.3
166.03333333333333,161.2,166.46666666666667,166.06666666666666,166.23333333333332,165.76666666666668
167.3,162.6,167.86666666666667,167.46666666666667,167.6,167.06666666666666
168.66666666666666,163.66666666666666,169.16666666666666,168.9,169.03333333333333,168.4
170.13333333333333,164.93333333333334,170.4,170.23333333333332,170.3,169.76666666666668
171.4,165.9,171.76666666666668,171.3,171.5,171.3
172.76666666666668,167.2,173.06666666666666,172.8,172.76666666666668,172.66666666666666
174.1,168.33333333333334,174.46666666666667,174.13333333333333,173.96666666666667,174.0
175.5,169.13333333333333,175.63333333333333,175.33333333333334,175.16666666666666,175.16666666666666
176.86666666666667,170.33333333333334,176.83333333333334,176.56666666666666,176.6,176.46666666666667
177.96666666666667,171.53333333333333,178.26666666666668,177.83333333333334,177.76666666666668,177.73333333333332
179.2,172.86666666666667,179.66666666666666,179.3,179.03333333333333,178.76666666666668
180.5,173.96666666666667,180.96666666666667,180.6,180.43333333333334,180.1
181.83333333333334,175.26666666666668,182.26666666666668,181.93333333333334,181.63333333333333,181.5
182.96666666666667,176.46666666666667,183.56666666666666,182.96666666666667,182.9,182.53333333333333
184.16666666666666,177.6,184.96666666666667,184.3,183.93333333333334,183.86666666666667
185.4,178.93333333333334,186.43333333333334,185.66666666666666,185.03333333333333,185.16666666666666
186.7,180.06666666666666,187.86666666666667,186.96666666666667,186.33333333333334,186.43333333333334
188.03333333333333,181.16666666666666,189.03333333333333,188.36666666666667,187.53333333333333,187.43333333333334
189.4,182.4,190.3,189.63333333333333,188.83333333333334,188.63333333333333
190.73333333333332,183.33333333333334,191.66666666666666,191.0,190.13333333333333,190.06666666666666
191.86666666666667,184.46666666666667,192.96666666666667,192.06666666666666,191.43333333333334,191.66666666666666
193.13333333333333,185.66666666666666,194.16666666666666,193.33333333333334,192.63333333333333,192.86666666666667
194.4,186.63333333333333,195.43333333333334,194.63333333333333,193.83333333333334,194.33333333333334
195.56666666666666,188.06666666666666,196.66666666666666,195.83333333333334,195.0,195.76666666666668
196.73333333333332,189.26666666666668,197.93333333333334,196.93333333333334,196.26666666666668,197.1
198.16666666666666,190.56666666666666,199.2,198.06666666666666,197.56666666666666,198.33333333333334
199.56666666666666,191.7,200.53333333333333,199.3,198.6,199.56666666666666
200.86666666666667,192.96666666666667,201.76666666666668,200.43333333333334,199.73333333333332,200.96666666666667
202.06666666666666,194.03333333333333,203.13333333333333,201.73333333333332,201.0,202.2
203.23333333333332,195.16666666666666,204.4,203.06666666666666,202.16666666666666,203.4
204.5,196.1,205.6,204.33333333333334,203.16666666666666,204.83333333333334
205.96666666666667,197.03333333333333,206.63333333333333,205.36666666666667,204.5,205.96666666666667
207.16666666666666,198.16666666666666,207.73333333333332,206.6,205.66666666666666,207.26666666666668
208.4,198.93333333333334,208.93333333333334,207.93333333333334,206.93333333333334,208.33333333333334
209.53333333333333,200.13333333333333,210.3,209.26666666666668,208.03333333333333,209.5
210.8,201.33333333333334,211.43333333333334,210.56666666666666,209.33333333333334,210.73333333333332
211.8,202.0,212.66666666666666,211.66666666666666,210.66666666666666,211.96666666666667
213.03333333333333,203.0,213.93333333333334,212.86666666666667,211.83333333333334,213.13333333333333
214.33333333333334,204.3,215.2,214.06666666666666,212.9,214.4
215.73333333333332,205.36666666666667,216.3,215.16666666666666,214.1,215.3
216.93333333333334,206.13333333333333,217.53333333333333,216.3,215.5,216.4
218.16666666666666,207.1,218.7,217.43333333333334,216.73333333333332,217.5
219.53333333333333,208.03333333333333,219.9,218.6,217.96666666666667,218.56666666666666
220.86666666666667,208.86666666666667,221.16666666666666,219.7,219.1,219.76666666666668
222.16666666666666,209.86666666666667,222.33333333333334,220.73333333333332,220.13333333333333,220.76666666666668
223.26666666666668,211.06666666666666,223.43333333333334,221.9,221.26666666666668,221.66666666666666
224.36666666666667,212.23333333333332,224.5,223.06666666666666,222.53333333333333,222.9
225.66666666666666,213.23333333333332,225.76666666666668,224.33333333333334,223.66666666666666,224.03333333333333
226.83333333333334,214.23333333333332,226.93333333333334,225.6,224.8,225.03333333333333
228.1,215.23333333333332,228.4,226.86666666666667,226.13333333333333,226.3
229.23333333333332,216.36666666666667,229.56666666666666,228.03333333333333,227.33333333333334,227.53333333333333
230.56666666666666,217.16666666666666,230.83333333333334,229.13333333333333,228.63333333333333,228.8
231.9,218.06666666666666,231.9,230.36666666666667,229.96666666666667,229.93333333333334
233.03333333333333,218.93333333333334,232.93333333333334,231.66666666666666,231.13333333333333,231.0
234.16666666666666,219.93333333333334,234.1,232.73333333333332,232.46666666666667,232.3
235.33333333333334,220.86666666666667,235.26666666666668,233.93333333333334,233.56666666666666,233.56666666666666
236.43333333333334,221.66666666666666,236.36666666666667,235.06666666666666,234.83333333333334,234.56666666666666
237.66666666666666,222.43333333333334,237.53333333333333,236.23333333333332,235.93333333333334,235.7
238.66666666666666,223.43333333333334,238.8,237.46666666666667,237.16666666666666,236.96666666666667
239.73333333333332,224.4,239.76666666666668,238.7,238.5,238.06666666666666
240.93333333333334,225.26666666666668,241.0,239.8,239.6,239.13333333333333
242.03333333333333,226.3,242.16666666666666,240.83333333333334,240.36666666666667,240.06666666666666
243.16666666666666,227.4,243.36666666666667,242.1,241.66666666666666,241.2
244.36666666666667,228.53333333333333,244.5,243.2,242.83333333333334,242.36666666666667
245.6,229.4,245.7,244.4,244.1,243.56666666666666
246.73333333333332,230.16666666666666,246.73333333333332,245.7,245.26666666666668,244.83333333333334
248.0,231.13333333333333,247.9,246.8,246.46666666666667,245.96666666666667
249.36666666666667,231.83333333333334,249.06666666666666,247.96666666666667,247.66666666666666,247.13333333333333
250.46666666666667,232.53333333333333,250.13333333333333,248.9,248.63333333333333,248.16666666666666
251.66666666666666,233.5,251.33333333333334,249.96666666666667,249.83333333333334,249.06666666666666
252.83333333333334,234.36666666666667,252.5,250.96666666666667,250.86666666666667,250.1
253.96666666666667,235.36666666666667,253.5,252.03333333333333,251.93333333333334,251.0
255.06666666666666,236.43333333333334,254.66666666666666,252.93333333333334,252.83333333333334,252.1
256.2,237.5,255.66666666666666,253.7,254.06666666666666,253.06666666666666
257.43333333333334,238.7,256.9,254.66666666666666,255.0,254.23333333333332
258.6,239.66666666666666,258.1666666666667,255.76666666666668,256.1,255.3
259.6666666666667,240.7,259.3666666666667,256.7,257.2,256.46666666666664
260.76666666666665,241.46666666666667,260.3333333333333,257.8,258.53333333333336,257.7
262.0,242.53333333333333,261.53333333333336,258.8,259.6333333333333,258.8666666666667
263.1,243.5,262.56666666666666,259.8666666666667,260.6666666666667,259.8333333333333
264.23333333333335,244.46666666666667,263.6333333333333,260.9,261.8,261.2
265.4,245.43333333333334,264.8,261.76666666666665,262.93333333333334,262.26666666666665
266.56666666666666,246.06666666666666,265.9,262.8666666666667,263.8666666666667,263.5
267.7,246.93333333333334,266.9,264.06666666666666,265.0,264.4
268.76666666666665,247.66666666666666,267.96666666666664,265.1333333333333,265.8666666666667,265.6666666666667
269.6333333333333,248.46666666666667,269.1,265.96666666666664,266.9,266.8666666666667
270.8,249.46666666666667,270.2,266.73333333333335,267.96666666666664,267.9
272.03333333333336,250.4,271.2,267.8666666666667,269.1333333333333,268.96666666666664
273.03333333333336,251.16666666666666,272.3666666666667,269.1666666666667,270.26666666666665,270.03333333333336
274.1,252.3,273.43333333333334,270.1666666666667,271.4,271.2
275.1,253.46666666666667,274.6666666666667,271.4,272.3333333333333,272.3333333333333
276.23333333333335,254.3,275.8,272.4,273.3,273.4
277.1666666666667,255.03333333333333,276.9,273.23333333333335,274.53333333333336,274.2
278.2,255.23333333333332,278.0,274.2,275.6333333333333,275.23333333333335
279.3,255.86666666666667,279.3,275.23333333333335,276.6666666666667,276.1
280.3,256.56666666666666,280.23333333333335,276.3666666666667,277.43333333333334,277.1
281.43333333333334,257.56666666666666,281.4,277.3333333333333,278.5,278.1333333333333
282.53333333333336,258.3333333333333,282.26666666666665,278.3,279.3333333333333,279.26666666666665
283.56666666666666,258.8666666666667,283.1666666666667,279.46666666666664,280.43333333333334,280.23333333333335
284.7,259.93333333333334,284.1333333333333,280.53333333333336,281.5,281.1
285.8666666666667,260.8,285.23333333333335,281.26666666666665,282.56666666666666,281.96666666666664
287.0,261.46666666666664,286.3333333333333,282.1,283.4,282.96666666666664
288.1,262.43333333333334,287.4,283.2,284.4,284.0
289.2,263.3,288.46666666666664,284.26666666666665,285.5,285.2
290.23333333333335,264.3666666666667,289.56666666666666,285.0,286.6333333333333,286.3333333333333
291.1666666666667,265.1333333333333,290.6333333333333,285.6,287.73333333333335,287.23333333333335
292.26666666666665,265.96666666666664,291.8,286.56666666666666,288.8,288.26666666666665
293.3333333333333,266.8,292.6333333333333,287.53333333333336,289.8333333333333,289.3666666666667
294.43333333333334,267.56666666666666,293.7,288.43333333333334,290.8,290.3
295.43333333333334,268.53333333333336,294.76666666666665,289.2,291.8,291.3333333333333
296.6,269.26666666666665,295.8666666666667,290.06666666666666,292.8,292.46666666666664
297.6333333333333,270.06666666666666,296.73333333333335,291.1333333333333,293.96666666666664,293.6333333333333
298.73333333333335,270.7,297.7,292.1333333333333,294.93333333333334,294.76666666666665
299.6,271.56666666666666,298.8333333333333,293.1333333333333,296.0,295.7
300.6333333333333,272.5,300.06666666666666,294.1,297.03333333333336,296.53333333333336
301.56666666666666,273.2,301.1333333333333,294.96666666666664,298.1,297.6
302.73333333333335,274.03333333333336,301.8666666666667,296.03333333333336,299.03333333333336,298.6333333333333
303.8666666666667,274.8,302.96666666666664,297.03333333333336,299.93333333333334,299.5
305.0,275.3333333333333,304.03333333333336,297.96666666666664,300.6666666666667,300.6
306.1333333333333,276.03333333333336,305.1333333333333,299.0,301.73333333333335,301.6333333333333
307.06666666666666,276.8333333333333,306.26666666666665,299.8666666666667,302.6666666666667,302.7
308.1,277.46666666666664,307.46666666666664,300.9,303.73333333333335,303.8333333333333
309.1333333333333,278.46666666666664,308.5,302.0,304.5,305.03333333333336
310.1333333333333,279.3333333333333,309.4,303.06666666666666,305.43333333333334,306.1
311.03333333333336,279.96666666666664,310.43333333333334,303.8666666666667,306.3,307.1
312.1,280.8333333333333,311.56666666666666,304.9,307.2,308.1666666666667
